,id,date,user,text,hashtags,mentions,phones,vehicles
0,1.235908129432322e+18,2020-03-06 12:40:34,DelhiPolice,RT @DcpNorthDelhi: A desperate robber Karan@ kanni  has been arrested by team of Special staff along with 1 Country made weapon and 2 round…,NaN,['@DcpNorthDelhi'],NaN,NaN
1,1.2359079666849464e+18,2020-03-06 12:39:55,DelhiPolice,"RT @DCPSouthDelhi: Various lectures,interactive sessions on Women Safety, Cyber Safety and also Self Defence Training programs conducted at…",NaN,['@DCPSouthDelhi'],NaN,NaN
2,1.2358995119075779e+18,2020-03-06 12:06:20,DelhiPolice,The team has been rewarded by Spl. CP/Operations for exemplary good work.,NaN,NaN,NaN,NaN
3,1.2358995099404698e+18,2020-03-06 12:06:19,DelhiPolice,"But displaying restraint as well as courage, professionalism and devotion to duty he apprehended the robber namely… https://t.co/YjaeVxSlTj",NaN,NaN,NaN,NaN
4,1.2358995079314104e+18,2020-03-06 12:06:19,DelhiPolice,"Finding being cornered, the robbers abandoned the TSR and ran in narrow lanes. However, during search operation Ct.… https://t.co/AIjdonfFeK",NaN,NaN,NaN,NaN
5,1.2358995059181404e+18,2020-03-06 12:06:18,DelhiPolice,"One of highway patrol MPV noticed the robbed TSR near Mannat Farm House, G.T Road. They signaled the occupants to s… https://t.co/7hUhs2niov",NaN,NaN,NaN,NaN
6,1.2358995031288832e+18,2020-03-06 12:06:18,DelhiPolice,"On intervening night of 5th/6th March at about 03.35 AM, a call was received by PCR MPVs regarding robbery of an Au… https://t.co/Eeps3RarXW",NaN,NaN,NaN,NaN
7,1.2358605583283692e+18,2020-03-06 09:31:32,DelhiPolice,RT @dcp_outernorth: Preemptive action taken against  bootleggers and illicit liquor suppliers to ensure a safe and crime free Holi @CPDelhi…,NaN,"['@dcp_outernorth', '@CPDelhi']",NaN,NaN
8,1.2358400544062013e+18,2020-03-06 08:10:04,DelhiPolice,RT @DCPDwarka: @CP Delhi rewarded Constable Manoj Yadav of Dwarka Distt. for his excellent performance in developing Beat intelligence netw…,NaN,"['@DCPDwarka', '@CP']",NaN,NaN
9,1.2358399898055025e+18,2020-03-06 08:09:49,DelhiPolice,"RT @DCPNewDelhi: Sashakti program aimed at promoting women safety and empowerment was held in Kendriya Vidyalaya,Gole Market.
@DelhiPolice…",NaN,"['@DCPNewDelhi', '@DelhiPolice']",NaN,NaN
10,1.2358193068410388e+18,2020-03-06 06:47:37,DelhiPolice,RT @PIBHomeAffairs: . @ABPNews claims of having access to a sensitive report on #DelhiViolence from @HMOIndia. There is no such report havi…,['#DelhiViolence'],"['@PIBHomeAffairs', '@ABPNews', '@HMOIndia']",NaN,NaN
11,1.2358188743369933e+18,2020-03-06 06:45:54,DelhiPolice,"RT @DCPWestDelhi: CP, Delhi motivated police personnel of Western Range to strive for making Delhi safer, particularly for women &amp; children…",NaN,['@DCPWestDelhi'],NaN,NaN
12,1.2357554903505306e+18,2020-03-06 02:34:02,DelhiPolice,RT @dcp_outernorth: Blind case of burglary worked out with recovery in 10 hours by vigilant team of PS Swaroop nagar @CPDelhi @splcpnorthde…,NaN,"['@dcp_outernorth', '@CPDelhi', '@splcpnorthde']",NaN,NaN
13,1.2356275892065444e+18,2020-03-05 18:05:48,DelhiPolice,"RT @DCPSEastDelhi: In the run up to Holi: Huge haul of illicit liquor seized, 3 arrested in 3 different cases with total 140 cartons (6972…",NaN,['@DCPSEastDelhi'],NaN,NaN
14,1.2356274855737016e+18,2020-03-05 18:05:24,DelhiPolice,"RT @DCPSEastDelhi: Conspiracy, Robbery and Murder:  Case solved by the Team of PS Amar Colony with the arrest of three accused persons. @De…",NaN,"['@DCPSEastDelhi', '@De']",NaN,NaN
15,1.2356274581388e+18,2020-03-05 18:05:17,DelhiPolice,RT @DCPSEastDelhi: Public Meeting: with Maulanas and respectables of Shaheen bagh to have their cooperation in maintaining peace in the are…,NaN,['@DCPSEastDelhi'],NaN,NaN
16,1.2356182816517038e+18,2020-03-05 17:28:49,DelhiPolice,https://t.co/6drSLFMFLP,NaN,NaN,NaN,NaN
17,1.2356174098866504e+18,2020-03-05 17:25:21,DelhiPolice,https://t.co/ND8VAFUVj0,NaN,NaN,NaN,NaN
18,1.2356174098866504e+18,2020-03-05 17:25:21,DelhiPolice,https://t.co/ND8VAFUVj0,NaN,NaN,NaN,NaN
19,1.2354664855956398e+18,2020-03-05 07:25:38,DelhiPolice,RT @DCPSouthDelhi: Notorious Thak Thak Gang members arrested within hours of committing an incident with the recovery of 11 pairs of earrin…,NaN,['@DCPSouthDelhi'],NaN,NaN
20,1.2353953472344474e+18,2020-03-05 02:42:57,DelhiPolice,"@CPDelhi visited residence of Sh. Anuj Sharma, ACP Gokul Puri, the officer who was injured facing rioters &amp; yet,her… https://t.co/x2TTStYbtj",NaN,['@CPDelhi'],NaN,NaN
21,1.2351990048219505e+18,2020-03-04 13:42:46,DelhiPolice,RT @DCPSEastDelhi: Public meeting was held at Jaitpur to get their cooperation and confidence in maintaining law and order and to improve c…,NaN,['@DCPSEastDelhi'],NaN,NaN
22,1.2349680501949932e+18,2020-03-03 22:25:02,DelhiPolice,RT @dtptraffic: @SubtleTraveller @AtishiAAP @DelhiPolice Some unsubstantiated reports of tense situation in SouthEast &amp; West District are b…,NaN,"['@dtptraffic', '@SubtleTraveller', '@AtishiAAP', '@DelhiPolice']",NaN,NaN
23,1.2349246336833987e+18,2020-03-03 19:32:31,DelhiPolice,"RT @DCPEastDelhi: Hey guys!

Not done. You have taken the job of spreading नफ़रत so brazenly.

Rest assured, we are watching you all, and m…",NaN,['@DCPEastDelhi'],NaN,NaN
24,1.234910120368169e+18,2020-03-03 18:34:50,DelhiPolice,"RT @DCPNewDelhi: Hey guys!

Not done. You have taken the job of spreading नफ़रत so brazenly.

Rest assured, we are watching you all, and mi…",NaN,['@DCPNewDelhi'],NaN,NaN
25,1.2349083691204485e+18,2020-03-03 18:27:53,DelhiPolice,"RT @DCPSEastDelhi: Hey guys!

Not done. You have taken the job of spreading नफ़रत so brazenly.

Rest assured, we are watching you all, and…",NaN,['@DCPSEastDelhi'],NaN,NaN
26,1.2348670053767168e+18,2020-03-03 15:43:31,DelhiPolice,RT @DCPNEastDelhi: Efforts are being made to arrest him .,NaN,['@DCPNEastDelhi'],NaN,NaN
27,1.2348669982044897e+18,2020-03-03 15:43:29,DelhiPolice,RT @DCPNEastDelhi: The police verified the same to be incorrect and Tahir Hussain was found available in his house . It is further added th…,NaN,['@DCPNEastDelhi'],NaN,NaN
28,1.2348669901807575e+18,2020-03-03 15:43:27,DelhiPolice,RT @DCPNEastDelhi: A section of Media has reported that Tahir Hussain (councillor) was rescued by Delhi Police. The facts are that on night…,NaN,['@DCPNEastDelhi'],NaN,NaN
29,1.2348122755899924e+18,2020-03-03 12:06:02,DelhiPolice,RT @DCPNewDelhi: Minister of State for Consumer Affairs appreciated New Delhi district police for prompt response in nabbing two cheaters f…,NaN,['@DCPNewDelhi'],NaN,NaN
30,1.2347973109257748e+18,2020-03-03 11:06:35,DelhiPolice,"RT @DCPNewDelhi: It's the BAAGHI season.

We are #Baaghi against #false &amp; #fake. Are you?

Get ready to be a Baaghi against #FakeNews.

Be…","['#Baaghi', '#false', '#fake', '#FakeNews']",['@DCPNewDelhi'],NaN,NaN
31,1.2347683734618685e+18,2020-03-03 09:11:35,DelhiPolice,RT @DCPDwarka: Senior Officers from Dwarka District interacted with public and appreciated their co-operation and support in handling the t…,NaN,['@DCPDwarka'],NaN,NaN
32,1.2347682682896957e+18,2020-03-03 09:11:10,DelhiPolice,RT @DCPDwarka: Addl.DCP/Dwarka Dist. and Akshat Kaushal I.P.S. (U/T) held a meeting with RWA members of Mohan Garden area.  Appealed them n…,NaN,['@DCPDwarka'],NaN,NaN
33,1.2347225884980716e+18,2020-03-03 06:09:39,DelhiPolice,RT @DcpNorthDelhi: दिल्ली में कहीं भी हिंसा की कोई खबर नहीं है । कृपया अफवाहों पर ध्यान न दें और ना अफवाह फैलाए। @DelhiPolice https://t.co/…,NaN,"['@DcpNorthDelhi', '@DelhiPolice']",NaN,NaN
34,1.234720110151e+18,2020-03-03 05:59:48,DelhiPolice,RT @DCPCentralDelhi: Permission to start a rally from Ram Lila ground to Jantar Mantar by Young India National Coordination Committee has n…,NaN,['@DCPCentralDelhi'],NaN,NaN
35,1.2345294938904535e+18,2020-03-02 17:22:22,DelhiPolice,"RT @ANI: Delhi Police: A 24-yr-old man arrested by Cyber Crime Cell, for spreading rumours over riots in Nihal Vihar of west Delhi. He was…",NaN,['@ANI'],NaN,NaN
36,1.234514161012314e+18,2020-03-02 16:21:26,DelhiPolice,"RT @ADcpsouthdelhi: Residents in Valmiki basti, Madangir, Lohar chowk areas of Ambedkar Nagar visited. They have assured to give informatio…",NaN,['@ADcpsouthdelhi'],NaN,NaN
37,1.234508457706832e+18,2020-03-02 15:58:47,DelhiPolice,RT @dcp_southwest: Intensive patrolling and confidence building measures including interation with public with appeal not to spread or pay…,NaN,['@dcp_southwest'],NaN,NaN
38,1.234508457706832e+18,2020-03-02 15:58:47,DelhiPolice,RT @dcp_southwest: Intensive patrolling and confidence building measures including interation with public with appeal not to spread or pay…,NaN,['@dcp_southwest'],NaN,NaN
39,1.2345026621559808e+18,2020-03-02 15:35:45,DelhiPolice,RT @DCPSouthDelhi: Senior officers interacting with members of the public for confidence building and to ensure that no rumour mongering ta…,NaN,['@DCPSouthDelhi'],NaN,NaN
40,1.2344999190769418e+18,2020-03-02 15:24:51,DelhiPolice,RT @DCPDwarka: Intensified foot patrolling by Dwarka Police Officers.  Continued interaction with the public as a confidence-building measu…,NaN,['@DCPDwarka'],NaN,NaN
41,1.2344996050368512e+18,2020-03-02 15:23:36,DelhiPolice,"RT @DCPDwarka: Senior officers from Dwarka District held meetings with members of Aman Committee, MWAs, RWAs assuring them of continued pol…",NaN,['@DCPDwarka'],NaN,NaN
42,1.2344884103472742e+18,2020-03-02 14:39:07,DelhiPolice,"RT @DCPSouthDelhi: Extensive foot patrolling being done by Team South with CAPF jawans to quell any rumour mongering
@CPDelhi @LtGovDelhi @…",NaN,"['@DCPSouthDelhi', '@CPDelhi', '@LtGovDelhi']",NaN,NaN
43,1.2344584973721518e+18,2020-03-02 12:40:15,DelhiPolice,RT @ADcpsouthdelhi: Interaction with residents of Villages in Maidangarhi area. They have been requested to inform any concerns of theirs a…,NaN,['@ADcpsouthdelhi'],NaN,NaN
44,1.2344386368184484e+18,2020-03-02 11:21:20,DelhiPolice,"RT @DCPSEastDelhi: Rumour again, Action again: A call was received that ""Sharma market MB Road TKD rumour fail rahi hai ki muslim talwar le…",NaN,['@DCPSEastDelhi'],NaN,NaN
45,1.2344189727049482e+18,2020-03-02 10:03:12,DelhiPolice,"RT @DCPSEastDelhi: Small corner meetings organised in khadda colony and JJ colony, PS Kalindi Kunj and at transit camp, PS Govindpuri with…",NaN,['@DCPSEastDelhi'],NaN,NaN
46,1.234417161625428e+18,2020-03-02 09:56:00,DelhiPolice,"RT @DCPSEastDelhi: Public Meeting: with general public in Lal Kuan, V P Singh, Vishwakarma colony in PS Pul Prahladpur. @DelhiPolice @LtGov…",NaN,"['@DCPSEastDelhi', '@DelhiPolice', '@LtGov']",NaN,NaN
47,1.2343220001154662e+18,2020-03-02 03:37:52,DelhiPolice,"From newspapers today:

'How Delhi cops swiftly ended riot rumours'
 https://t.co/TVUlr4hT8n
Download the TOI app n… https://t.co/fkUayvQTH6",NaN,NaN,NaN,NaN
48,1.2343217599076762e+18,2020-03-02 03:36:54,DelhiPolice,"In Newspapers today:

'Cops risk their lives to save many riot-hit in Delhi'
 https://t.co/jY4o2DaeO1
Download the… https://t.co/l9AdHM4feJ",NaN,NaN,NaN,NaN
49,1.234177738078118e+18,2020-03-01 18:04:37,DelhiPolice,RT @DCPSEastDelhi: There were a spate of calls which were verified and all such calls were fake   These were rumours only. Pl don't pay hee…,NaN,['@DCPSEastDelhi'],NaN,NaN
50,1.2341755979594957e+18,2020-03-01 17:56:07,DelhiPolice,"RT @DCPSouthDelhi: Do NOT believe in ANY Rumours regarding incidents in Sangam Vihar,Ambedkar Nagar,Hauz Rani or ANY other area.All Officer…",NaN,['@DCPSouthDelhi'],NaN,NaN
51,1.2341611103259402e+18,2020-03-01 16:58:32,DelhiPolice,"RT @CellDelhi: @LtGovDelhi 
@CPDelhi 
@DelhiPolice 
Concerted efforts were made over the evening by mischievous and anti-social elements to…",NaN,"['@CellDelhi', '@LtGovDelhi', '@CPDelhi', '@DelhiPolice']",NaN,NaN
52,1.2341590131028337e+18,2020-03-01 16:50:12,DelhiPolice,@Erroticmonkeeyy @LeingLegend @chill_insaan Everything is normal and peaceful. Pls don't spread unsubstantiated information.,NaN,"['@Erroticmonkeeyy', '@LeingLegend', '@chill_insaan']",NaN,NaN
53,1.234158624236286e+18,2020-03-01 16:48:40,DelhiPolice,"Joint CP, Western Range and @DCPWestDelhi clarifying that the situation is completely peaceful and normal. https://t.co/8rWmP1x2T1",NaN,['@DCPWestDelhi'],NaN,NaN
54,1.2341583389817446e+18,2020-03-01 16:47:32,DelhiPolice,Delhi Police is closely monitoring the Social Media accounts spreading fake news/rumours. Action will be taken. Ple… https://t.co/Iy95ipQJwA,NaN,NaN,NaN,NaN
55,1.234158335949189e+18,2020-03-01 16:47:31,DelhiPolice,"IMPORTANT  INFORMATION
Some unsubstantiated reports of tense situation in Delhi are being circulated on social medi… https://t.co/kenNVzgGdC",NaN,NaN,NaN,NaN
56,1.2341412976376177e+18,2020-03-01 15:39:49,DelhiPolice,RT @DcpNorthDelhi: The situation is peaceful. North District police is alert and present in the area. Please dnt trust and spread any unver…,NaN,['@DcpNorthDelhi'],NaN,NaN
57,1.2341367112417198e+18,2020-03-01 15:21:35,DelhiPolice,"RT @DCPWestDelhi: RUMOR IS THE BIGGEST ENEMY. 
A rumor has been noticed that there is some tension in Khyala-Raghubir Nagar area of West Di…",NaN,['@DCPWestDelhi'],NaN,NaN
58,1.2341367112417198e+18,2020-03-01 15:21:35,DelhiPolice,"RT @DCPWestDelhi: RUMOR IS THE BIGGEST ENEMY. 
A rumor has been noticed that there is some tension in Khyala-Raghubir Nagar area of West Di…",NaN,['@DCPWestDelhi'],NaN,NaN
59,1.234134434020053e+18,2020-03-01 15:12:32,DelhiPolice,@NavbharatTimes यह खबरें बिल्कुल निराधार हैं। पूरे क्षेत्र में शांति व्यवस्था बनी हुई है। @DCPWestDelhi,NaN,"['@NavbharatTimes', '@DCPWestDelhi']",NaN,NaN
60,1.2341339511423427e+18,2020-03-01 15:10:37,DelhiPolice,@indiatvnews Such reports are not true and completely denied. @DCPWestDelhi,NaN,"['@indiatvnews', '@DCPWestDelhi']",NaN,NaN
61,1.2341331394648678e+18,2020-03-01 15:07:24,DelhiPolice,Some unsubstantiated reports of tense situation in SouthEast &amp; West District are being circulated on social media.… https://t.co/mqhCGlBEpO,NaN,NaN,NaN,NaN
62,1.2341319078494003e+18,2020-03-01 15:02:30,DelhiPolice,अफवाह फैलाने वालों से सख्ती से निपटा जा रहा है। दिल्ली के नागरिक अपनी ज़िम्मेदारी निभाएं और शांति बनाए रखने में मदद करें।,NaN,NaN,NaN,NaN
63,1.234131905987195e+18,2020-03-01 15:02:30,DelhiPolice,ऐसा देखने में आया है कि कुछ अराजक तत्व ऐसी अफवाहें फैला रहे हैं जिससे शांति व्यवस्था में बाधा आए। लोगों को आगाह कि… https://t.co/ck3jAyU2Vs,NaN,NaN,NaN,NaN
64,1.2340705626426204e+18,2020-03-01 10:58:44,DelhiPolice,"क्या आप मोबाइल ऐप से सेकंड हैंड सामान बेचने/खरीदने की सोच रहे हैं?

थोड़ी सतर्कता बरतिये। अगर इनमें से कुछ भी नजर आ… https://t.co/cTY4IChtQv",NaN,NaN,NaN,NaN
65,1.2340662631664804e+18,2020-03-01 10:41:39,DelhiPolice,"Are you selling or buying something second hand on Mobile Apps? 

Fraudsters may try to cheat you. Pay attention to… https://t.co/GwMbyqyZMu",NaN,NaN,NaN,NaN
66,1.2340357220776305e+18,2020-03-01 08:40:18,DelhiPolice,"@CPDelhi visited hospital and inquired about the health of DCP/Shahdara, Shri Amit Sharma. https://t.co/sX8MRfnk4V",NaN,['@CPDelhi'],NaN,NaN
67,1.2334263157405327e+18,2020-02-28 16:18:44,DelhiPolice,https://t.co/rIf7eKycYG,NaN,NaN,NaN,NaN
68,1.23342535298415e+18,2020-02-28 16:14:54,DelhiPolice,"RT @DCPNEastDelhi: No rioting  incident during last 3 days , situation is normal &amp; under control . 38 deaths have been reported in these in…",NaN,['@DCPNEastDelhi'],NaN,NaN
69,1.2334253220721336e+18,2020-02-28 16:14:47,DelhiPolice,RT @DCPNEastDelhi: 123 cases have been registered so far .  25 arms have been recovered  . @HMOIndia @LtGovDelhi,NaN,"['@DCPNEastDelhi', '@HMOIndia', '@LtGovDelhi']",NaN,NaN
70,1.2333131421108142e+18,2020-02-28 08:49:01,DelhiPolice,"RT @DCPDwarka: Rumours of stone pelting at a religious place by a mob chanting religious slogans in Dwarka are completely false. 
Public is…",NaN,['@DCPDwarka'],NaN,NaN
71,1.2330905495417938e+18,2020-02-27 18:04:31,DelhiPolice,https://t.co/KoFmNag2ZZ,NaN,NaN,NaN,NaN
72,1.2330886597100708e+18,2020-02-27 17:57:00,DelhiPolice,RT @DCPNWestDelhi: No violence has taken place in the Jahangirpuri area. Do not spread or believe rumours. Senior Police officers are prese…,NaN,['@DCPNWestDelhi'],NaN,NaN
73,1.2323681603150356e+18,2020-02-25 18:14:00,DelhiPolice,"RT @DCPSouthDelhi: Aman Committee meetings with people of the area with appeals to maintain peace and harmony
@CPDelhi @LtGovDelhi @DelhiPo…",NaN,"['@DCPSouthDelhi', '@CPDelhi', '@LtGovDelhi', '@DelhiPo']",NaN,NaN
74,1.232312004662063e+18,2020-02-25 14:30:51,DelhiPolice,Appeal for Peace https://t.co/IgcUvRVyZv,NaN,NaN,NaN,NaN
75,1.2323061554115338e+18,2020-02-25 14:07:37,DelhiPolice,"RT @ANI: #WATCH Delhi Commissioner of Police, Amulya Patnaik: Some news agency ran the news that Delhi Police said that it has not got adeq…",['#WATCH'],['@ANI'],NaN,NaN
76,1.2322808416881009e+18,2020-02-25 12:27:01,DelhiPolice,"PTI story titled "" Shortage of forces led to violence aggravating: Delhi Police to MHA"" is totally baseless. CP, De… https://t.co/XAuBesY1MM",NaN,NaN,NaN,NaN
77,1.2322757255263027e+18,2020-02-25 12:06:42,DelhiPolice,"RT @DCPDwarka: Smt. Shalini Singh, IPS Jt.CP/Western Range along with Senior Officers of Dwarka District conducted foot patrolling in Dwark…",NaN,['@DCPDwarka'],NaN,NaN
78,1.2322757255263027e+18,2020-02-25 12:06:42,DelhiPolice,"RT @DCPDwarka: Smt. Shalini Singh, IPS Jt.CP/Western Range along with Senior Officers of Dwarka District conducted foot patrolling in Dwark…",NaN,['@DCPDwarka'],NaN,NaN
79,1.2322536884056187e+18,2020-02-25 10:39:08,DelhiPolice,"RT @DCPDwarka: Senior Police Officers of Dwarka District conducted Flag march, as a confidence building measure, to maintain peace in the a…",NaN,['@DCPDwarka'],NaN,NaN
80,1.2322532230014484e+18,2020-02-25 10:37:17,DelhiPolice,"RT @DCPDwarka: Dwarka District police is also using #drone services to keep an eye on the miscreants and maintain peace in the area.   
@Lt…",['#drone'],"['@DCPDwarka', '@Lt']",NaN,NaN
81,1.231914986596782e+18,2020-02-24 12:13:15,DelhiPolice,Delhi Police is making every effort to restore normalcy. Sec. 144 has been imposed in the affected areas of North E… https://t.co/jxrG5b6pTh,NaN,NaN,NaN,NaN
82,1.231914984247976e+18,2020-02-24 12:13:14,DelhiPolice,People should not believe in false rumors. It is also appealed to the media not to circulate any disturbing picture… https://t.co/1lqyVWwPtj,NaN,NaN,NaN,NaN
83,1.231914982192767e+18,2020-02-24 12:13:14,DelhiPolice,"Some incidents of violence and arson have been reported in the areas of North East District, particularly in the ar… https://t.co/GgFRuhFLK1",NaN,NaN,NaN,NaN
84,1.2318082019951124e+18,2020-02-24 05:08:55,DelhiPolice,"RT @DCPDwarka: Team of PS Najafgarh, Dwarka District restored a 6 yrs old girl with her family within hours. The family had forgotten the g…",NaN,['@DCPDwarka'],NaN,NaN
85,1.2316105464802427e+18,2020-02-23 16:03:31,DelhiPolice,"RT @DCPSEastDelhi: Gang of auto lifters busted by special staff of SED, 2 arrested , 6 vehicles and parts of 6 vehicles recovered from the…",NaN,['@DCPSEastDelhi'],NaN,NaN
86,1.2316069326846894e+18,2020-02-23 15:49:09,DelhiPolice,"RT @DCPDwarka: Team of PS Mohan Garden, Dwarka District, reunited 5 yrs old boy with his family in just 3 hrs. He was found wandering at So…",NaN,['@DCPDwarka'],NaN,NaN
87,1.2312770311841874e+18,2020-02-22 17:58:14,DelhiPolice,@shaahid3 Please lodge a complaint on ‘https://t.co/RWOng1LTze’ for necessary action.,NaN,['@shaahid3'],NaN,NaN
88,1.2312769852313928e+18,2020-02-22 17:58:03,DelhiPolice,@RisNahata @Paytmcare Please lodge a complaint on ‘https://t.co/RWOng1LTze’ for necessary action.,NaN,"['@RisNahata', '@Paytmcare']",NaN,NaN
89,1.2312470949559542e+18,2020-02-22 15:59:17,DelhiPolice,RT @dcp_outernorth: Tenant/ Servant verification camp organized as part of #DelhiPoliceWeek in Shahbad Dairy &amp; Bhalswa Dairy and Senior Cit…,['#DelhiPoliceWeek'],['@dcp_outernorth'],NaN,NaN
90,1.2312428776755282e+18,2020-02-22 15:42:32,DelhiPolice,RT @dcp_outernorth: OUTER NORTH  DISTRICT and Narcotics Control Bureau organized Awareness program on SAFETY OF CHILDREN  &amp; DRUG ABUSE PREV…,NaN,['@dcp_outernorth'],NaN,NaN
91,1.2312381159493345e+18,2020-02-22 15:23:36,DelhiPolice,"RT @DCPNewDelhi: Nearly 300 students participated in the Self Defence program organised by New Delhi district,@DelhiPolice in Central Park,…",NaN,"['@DCPNewDelhi', '@DelhiPolice']",NaN,NaN
92,1.231178276766249e+18,2020-02-22 11:25:50,DelhiPolice,"RT @DCP_CCC_Delhi: A high level delegation from Maldives, headed by the Hon'ble Home Minister, Mr. Sheikh Imran Abdulla, visited NCFL and C…",NaN,['@DCP_CCC_Delhi'],NaN,NaN
93,1.2311667346917335e+18,2020-02-22 10:39:58,DelhiPolice,RT @DCPDwarka: Dwarka District police organised a 10 km Cycle Rally for promotion/awareness of Delhi Police Tatpar App and NGT guidelines o…,NaN,['@DCPDwarka'],NaN,NaN
94,1.2311443022537892e+18,2020-02-22 09:10:49,DelhiPolice,"RT @dcp_outernorth: Factory of fake products busted by DIU, with recovery of 90 plastic Bags of fake Surf Excel and Tide, 74 Bags of fake T…",NaN,['@dcp_outernorth'],NaN,NaN
95,1.231142988102828e+18,2020-02-22 09:05:36,DelhiPolice,@amirtkhan9 @HDFC_Bank Please lodge a complaint on ‘https://t.co/RWOng1LTze’ for necessary action.,NaN,"['@amirtkhan9', '@HDFC_Bank']",NaN,NaN
96,1.231141563268399e+18,2020-02-22 08:59:56,DelhiPolice,"RT @dcp_outernorth: A country made pistol along with a live cartridge recovered by the alert beat staff of PS Swaroop Nagar, from the posse…",NaN,['@dcp_outernorth'],NaN,NaN
97,1.2310973208396636e+18,2020-02-22 06:04:08,DelhiPolice,@Anurag4Indian @panch_ambulance You are requested to contact Delhi Police Control Room at 112 for urgent Police assistance in this regard.,NaN,"['@Anurag4Indian', '@panch_ambulance']",NaN,NaN
98,1.2310973208396636e+18,2020-02-22 06:04:08,DelhiPolice,@Anurag4Indian @panch_ambulance You are requested to contact Delhi Police Control Room at 112 for urgent Police assistance in this regard.,NaN,"['@Anurag4Indian', '@panch_ambulance']",NaN,NaN
99,1.2310657278025605e+18,2020-02-22 03:58:36,DelhiPolice,"RT @dcp_outernorth: Public Facilitation kiosk with facilities of lodging e—FIRs/NCR, control room of CCTV cameras, police post of division…",NaN,['@dcp_outernorth'],NaN,NaN
100,1.231058653567828e+18,2020-02-22 03:30:29,DelhiPolice,RT @dcp_outernorth: Newly constructed Administration block which will accommodate all compulsory units/branches of DCP office under one roo…,NaN,['@dcp_outernorth'],NaN,NaN
101,1.2310586260405658e+18,2020-02-22 03:30:23,DelhiPolice,RT @dcp_outernorth: Big cheater &amp; imposter  Ashok  R/o Sonipat who use to pose as an officer from Delhi Pollution Control Committee  &amp; use…,NaN,['@dcp_outernorth'],NaN,NaN
102,1.2310376994500116e+18,2020-02-22 02:07:13,DelhiPolice,"RT @DCPNWestDelhi: On the 1st anniversary of ""Naazuk"" in Jahangirpuri in the presence of Joint Commissioner of Police, Northern Range, Sh M…",NaN,['@DCPNWestDelhi'],NaN,NaN
103,1.2310317201005568e+18,2020-02-22 01:43:28,DelhiPolice,"RT @DCPWestDelhi: SAFETY APPARATUS AROUND BANKS &amp; ATMs EVALUATED
Interaction with Managers of Banks' Branches in West District to ensure sa…",NaN,['@DCPWestDelhi'],NaN,NaN
104,1.2308742968026726e+18,2020-02-21 15:17:55,DelhiPolice,@RichaBanka Please report the matter to Delhi Police Control Room by dialing 112.,NaN,['@RichaBanka'],NaN,NaN
105,1.2308730100238254e+18,2020-02-21 15:12:48,DelhiPolice,RT @DCPSEastDelhi: Special staff of SED arrested one  Raju with 40 Cartons (1990 quarters) of illicit liquor smuggling in a car. He has 6 p…,NaN,['@DCPSEastDelhi'],NaN,NaN
106,1.230804310155391e+18,2020-02-21 10:39:49,DelhiPolice,"RT @DcpNorthDelhi: A visit to Red Fort was organized for the senior citizens during #DelhiPoliceWeek.
  #PoliceDost 
@DelhiPolice @LtGovDel…","['#DelhiPoliceWeek', '#PoliceDost']","['@DcpNorthDelhi', '@DelhiPolice', '@LtGovDel']",NaN,NaN
107,1.230775609690751e+18,2020-02-21 08:45:46,DelhiPolice,@adityar1431 Please share your grievance with Station House Officer of the concerned Police Station in this regard.,NaN,['@adityar1431'],NaN,NaN
108,1.2307741964955034e+18,2020-02-21 08:40:09,DelhiPolice,RT @DCPNewDelhi: A painting competition was organised on India Gate lawns. Nearly 75 students from 5 schools participated to draw paintings…,NaN,['@DCPNewDelhi'],NaN,NaN
109,1.2307729565963346e+18,2020-02-21 08:35:14,DelhiPolice,@Shebaj15 Matter is being forwarded to @dtptraffic for necessary action.,NaN,"['@Shebaj15', '@dtptraffic']",NaN,NaN
110,1.2307638719561114e+18,2020-02-21 07:59:08,DelhiPolice,"RT @EOWDelhi: Delhi Police Week: Medical/Health Checkup Camp &amp; Mobile Cancer Detection Camp organized by Indian Cancer Society at EOW, Mand…",NaN,['@EOWDelhi'],NaN,NaN
111,1.2305643107089695e+18,2020-02-20 18:46:09,DelhiPolice,@invincible_koul Please lodge a complaint on Cyber Crime website “https://t.co/UX8RcXyvXF” or lodge the same at you… https://t.co/WH3QThfVia,NaN,['@invincible_koul'],NaN,NaN
112,1.2305251709655695e+18,2020-02-20 16:10:37,DelhiPolice,"RT @DCPSEastDelhi: Delhi Police Week: Tenant Verification camps organised in JJ colony, MPK and Khadda colony, PS Kalindi Kunj,  Khijrabad…",NaN,['@DCPSEastDelhi'],NaN,NaN
113,1.2305068153239552e+18,2020-02-20 14:57:41,DelhiPolice,@inderje42339299 Please lodge an e-FIR of MV theft through link available on Delhi Police Website ‘… https://t.co/qSViuIt5sQ,NaN,['@inderje42339299'],NaN,NaN
114,1.2304548246903398e+18,2020-02-20 11:31:05,DelhiPolice,"RT @DcpNorthDelhi: Free health checkup camp for citizens was organized at Police Station during #DelhiPoliceWeek 
@DelhiPolice @LtGovDelhi…",['#DelhiPoliceWeek'],"['@DcpNorthDelhi', '@DelhiPolice', '@LtGovDelhi']",NaN,NaN
